img	caption	sentence
11959-orsett10.jpg	a painting of a man and a dog on a table	a painting of a man and a dog on a table
18235-0505grec.jpg	a statue of a man and a dog	a statue of a man and a dog
32974-07sedia2.jpg	a picture of a woman and two children	a picture of a woman and two children
24833-virgin_2.jpg	a painting of a man holding a <unk>	a painting of a man hold a < unk >
13209-dowager.jpg	a woman in a dress standing in a room	a woman in a dress stand in a room
06107-watercar.jpg	a woman sitting on top of a pile of rocks	a woman sit on top of a pile of rocks
38438-06szinye.jpg	a group of people that are sitting in the grass	a group of people that are sit in the grass
37848-dianacte.jpg	a group of people standing next to a tree	a group of people stand next to a tree
39609-35jerome.jpg	a man with a beard and a beard and a dog	a man with a beard and a beard and a dog
17830-blac622.jpg	a group of people riding on the back of a motorcycle	a group of people rid on the back of a motorcycle
24126-scene8.jpg	a group of people standing next to each other	a group of people stand next to each other
24585-healing.jpg	a group of people that are sitting on a couch	a group of people that are sit on a couch
34136-s_jerome.jpg	a man sitting on a table holding a book	a man sit on a table holding a book
03719-gentlema.jpg	an older man and a woman at a table	an older man and a woman at a table
21329-pompadou.jpg	a woman sitting on a bed in a room	a woman sit on a bed in a room
09097-virgin.jpg	a woman sitting on a couch holding a baby	a woman sit on a couch holding a baby
11684-humility.jpg	a group of people sitting next to each other	a group of people sit next to each other
37707-martyrdo.jpg	a group of people that are playing a game	a group of people that are play a game
30723-acisgala.jpg	a group of people sitting on top of a body of water	a group of people sit on top of a body of water
38446-14szinye.jpg	a person standing in the middle of a field	a person stand in the middle of a field
14327-scene04.jpg	a statue of a woman standing next to a statue	a statue of a woman stand next to a statue
22555-0view0.jpg	a large glass vase with statues on it	a large glass vase with statues on it
16598-loggetta.jpg	a wall that has a bunch of birds on it	a wall that has a bunch of birds on it
03768-036madon.jpg	a man is sitting on a wooden bench	a man is sit on a wooden bench
17807-711goya.jpg	a group of people sitting around a building	a group of people sit around a building
22767-blindman.jpg	a group of people standing next to each other	a group of people stand next to each other
16668-1miniatv.jpg	a group of people standing next to a statue	a group of people stand next to a statue
02620-05arella.jpg	a painting of flowers in a room filled with flowers	a painting of flowers in a room filled with flowers
41392-11cruciy.jpg	a group of people standing next to each other	a group of people stand next to each other
07836-4stonin.jpg	a group of people standing next to each other	a group of people stand next to each other
30905-temptati.jpg	a painting of a man standing next to a tree	a painting of a man stand next to a tree
25074-s_anne3.jpg	a couple of women standing next to each other	a couple of women stand next to each other
05484-10barnab.jpg	a group of people standing next to each other	a group of people stand next to each other
26766-1lastjud.jpg	a group of people standing next to each other	a group of people stand next to each other
20729-cleopatr.jpg	a group of people sitting on a couch with a dog	a group of people sit on a couch with a dog
22425-tavern.jpg	a group of people sitting around a table	a group of people sit around a table
43378-saints.jpg	a painting of a man standing next to a statue	a painting of a man stand next to a statue
21567-christca.jpg	a group of people standing next to each other	a group of people stand next to each other
17124-arles46.jpg	a man standing next to a tree in a park	a man stand next to a tree in a park
17706-11goya.jpg	a close up of a person wearing a suit and tie	a close up of a person wear a suit and tie
18265-0804grec.jpg	a black and white photo of a man and a dog	a black and white photo of a man and a dog
11465-selfport.jpg	a man is sitting on the ground with two dogs	a man is sit on the ground with two dogs
36707-larderst.jpg	a woman sitting next to a group of birds	a woman sit next to a group of birds
06752-man3sons.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
31261-silenus.jpg	a group of people sitting on top of a table	a group of people sit on top of a table
43755-00gather.jpg	a black and white photo of a group of people	a black and white photo of a group of people
05946-journey.jpg	a group of people standing next to each other	a group of people stand next to each other
11136-1870s_01.jpg	a man and a woman sitting at a table	a man and a woman sit at a table
17994-03chapel.jpg	a stuffed animal sitting on top of a blue wall	a stuffed animal sit on top of a blue wall
30532-fete_cha.jpg	a group of people standing around a christmas tree	a group of people stand around a christmas tree
41166-x_portra.jpg	a man wearing a hat and a tie	a man wear a hat and a tie
19468-stillife.jpg	a bunch of fruits and vegetables on a table	a bunch of fruits and vegetables on a table
38862-hurdygur.jpg	a couple of people sitting next to each other	a couple of people sit next to each other
34190-jerome.jpg	a dog laying on top of a red blanket	a dog lay on top of a red blanket
36788-wharf.jpg	a group of people sitting around a building	a group of people sit around a building
06260-04eleono.jpg	a group of people sitting in a room	a group of people sit in a room
30810-assumpt.jpg	a group of people standing next to each other	a group of people stand next to each other
23986-1mark.jpg	a man wearing a hat talking on a cell phone	a man wear a hat talking on a cell phone
39337-000inter.jpg	a large cathedral with a large ceiling and ceiling	a large cathedral with a large ceiling and ceiling
09001-01ulysse.jpg	a large group of people standing next to a river	a large group of people stand next to a river
38983-04labia.jpg	a large stone building with statues and statues	a large stone building with statues and statues
10090-18altar.jpg	a statue of a man and a woman holding a baseball bat	a statue of a man and a woman hold a baseball bat
24000-zeno04.jpg	a group of people standing next to each other	a group of people stand next to each other
15793-village1.jpg	a group of people standing in front of a building	a group of people stand in front of a building
15202-calvary.jpg	a group of people standing next to each other	a group of people stand next to each other
19112-17no2boy.jpg	a couple of people standing next to each other	a couple of people stand next to each other
00725-2mira.jpg	a group of people sitting next to each other	a group of people sit next to each other
37402-park.jpg	a woman standing in a forest with an umbrella	a woman stand in a forest with an umbrella
05447-20adorat.jpg	a group of people standing next to each other	a group of people stand next to each other
00179-cardioti.jpg	a statue of a man holding a statue of a dog	a statue of a man hold a statue of a dog
11585-evangeli.jpg	a man holding a bird and a bird	a man hold a bird and a bird
20258-singeri5.jpg	a group of people standing around in a room	a group of people stand around in a room
08127-legnano.jpg	a group of people riding on the backs of elephants	a group of people rid on the backs of elephants
21416-yusupov.jpg	a man sitting on the ground next to a dog	a man sit on the ground next to a dog
